case_id,date,complaint_type,building_age,borough,days_since_last_service,time_of_day,season,status
6533,2024-09-06 12:00:54.621479,Meter Issue,34,Queens,110,Evening,Summer,Found Okay
6534,2025-02-02 12:00:54.621482,Meter Issue,59,Queens,2,Night,Summer,Found Okay
6535,2024-10-28 12:00:54.621484,No Heat,38,Staten Island,185,Night,Fall,Found Okay
6536,2025-04-10 12:00:54.621486,No Heat,34,Queens,203,Morning,Fall,Found Okay
6537,2024-12-19 12:00:54.621489,Meter Issue,60,Manhattan,144,Night,Summer,Found Okay
6538,2024-12-29 12:00:54.621491,No Hot Water,54,Bronx,42,Evening,Winter,Found Okay
6539,2025-06-02 12:00:54.621493,No Hot Water,64,Brooklyn,118,Evening,Spring,Found Okay
6540,2024-09-07 12:00:54.621496,Power Out,57,Bronx,91,Evening,Fall,Found Okay
6541,2025-04-13 12:00:54.621498,No Hot Water,38,Manhattan,661,Morning,Spring,Found Okay
6542,2025-02-24 12:00:54.621500,No Hot Water,51,Brooklyn,313,Evening,Summer,Found Okay
6543,2025-01-21 12:00:54.621503,Meter Issue,51,Staten Island,258,Night,Spring,Found Okay
6544,2025-01-12 12:00:54.621505,Power Out,36,Queens,35,Morning,Spring,Needs Repair
6545,2024-09-22 12:00:54.621507,No Heat,33,Queens,72,Evening,Winter,Needs Repair
6546,2025-01-16 12:00:54.621510,No Heat,39,Staten Island,85,Evening,Winter,Found Okay
6547,2025-06-26 12:00:54.621512,No Heat,80,Manhattan,122,Afternoon,Spring,Found Okay
6548,2024-11-27 12:00:54.621515,Power Out,43,Staten Island,5,Evening,Winter,Found Okay
6549,2024-12-06 12:00:54.621517,No Heat,68,Manhattan,161,Morning,Summer,Found Okay
6550,2025-04-18 12:00:54.621519,No Heat,42,Brooklyn,79,Afternoon,Summer,Found Okay
6551,2025-07-24 12:00:54.621522,Meter Issue,63,Bronx,148,Morning,Spring,Found Okay
6552,2024-10-21 12:00:54.621524,No Heat,63,Bronx,1,Evening,Fall,Found Okay
6553,2025-07-30 12:00:54.621526,No Heat,64,Staten Island,69,Night,Spring,Found Okay
6554,2024-12-24 12:00:54.621529,No Heat,55,Queens,263,Afternoon,Fall,Found Okay
6555,2024-12-13 12:00:54.621531,No Heat,70,Staten Island,125,Afternoon,Fall,Found Okay
6556,2025-02-09 12:00:54.621533,No Hot Water,55,Queens,279,Afternoon,Fall,Found Okay
6557,2025-05-05 12:00:54.621536,Meter Issue,75,Staten Island,216,Morning,Summer,Found Okay
6558,2025-06-20 12:00:54.621538,Meter Issue,25,Staten Island,347,Afternoon,Spring,Found Okay
6559,2025-03-30 12:00:54.621540,No Hot Water,55,Bronx,1,Night,Fall,Found Okay
6560,2024-09-03 12:00:54.621543,No Hot Water,54,Queens,54,Night,Spring,Needs Repair
6561,2024-10-06 12:00:54.621545,Gas Smell,35,Bronx,143,Afternoon,Winter,Needs Repair
6562,2025-02-03 12:00:54.621547,No Heat,58,Queens,509,Morning,Winter,Found Okay
6563,2025-05-29 12:00:54.621550,No Heat,27,Brooklyn,204,Morning,Fall,Found Okay
6564,2025-02-16 12:00:54.621552,Meter Issue,40,Brooklyn,109,Morning,Summer,Found Okay
6565,2025-01-25 12:00:54.621555,No Heat,20,Brooklyn,25,Evening,Summer,Found Okay
6566,2025-01-03 12:00:54.621557,No Heat,73,Manhattan,122,Morning,Fall,Found Okay
6567,2024-12-16 12:00:54.621559,No Hot Water,46,Bronx,104,Morning,Summer,Found Okay
6568,2025-06-13 12:00:54.621562,No Hot Water,82,Bronx,271,Afternoon,Summer,Found Okay
6569,2024-12-19 12:00:54.621564,No Heat,62,Brooklyn,95,Evening,Fall,Found Okay
6570,2025-07-28 12:00:54.621566,No Heat,56,Staten Island,69,Afternoon,Summer,Found Okay
6571,2025-02-06 12:00:54.621569,No Hot Water,41,Bronx,16,Morning,Winter,Found Okay
6572,2025-04-23 12:00:54.621571,Power Out,34,Queens,8,Morning,Spring,Found Okay
6573,2025-04-06 12:00:54.621573,No Heat,57,Bronx,104,Afternoon,Fall,Found Okay
6574,2024-11-03 12:00:54.621576,No Hot Water,48,Bronx,76,Evening,Summer,Found Okay
6575,2024-11-20 12:00:54.621578,Gas Smell,29,Queens,145,Evening,Summer,Needs Repair
6576,2024-09-17 12:00:54.621581,Meter Issue,27,Brooklyn,224,Afternoon,Fall,Found Okay
6577,2025-04-27 12:00:54.621583,No Hot Water,35,Brooklyn,7,Morning,Winter,Found Okay
6578,2024-10-31 12:00:54.621585,No Heat,77,Queens,123,Evening,Winter,Needs Repair
6579,2025-07-07 12:00:54.621588,No Hot Water,83,Bronx,356,Evening,Winter,Found Okay
6580,2025-04-06 12:00:54.621590,Power Out,53,Bronx,109,Night,Winter,Found Okay
6581,2025-03-02 12:00:54.621592,No Heat,52,Brooklyn,132,Afternoon,Spring,Found Okay
6582,2024-08-27 12:00:54.621595,No Hot Water,44,Manhattan,120,Evening,Fall,Found Okay
6583,2025-06-11 12:00:54.621597,No Heat,35,Brooklyn,88,Night,Spring,Found Okay
6584,2025-01-06 12:00:54.621600,No Heat,70,Queens,21,Night,Winter,Needs Repair
6585,2024-08-30 12:00:54.621602,No Hot Water,78,Manhattan,24,Night,Winter,Found Okay
6586,2025-05-13 12:00:54.621604,No Heat,36,Manhattan,35,Morning,Fall,Needs Repair
6587,2025-05-22 12:00:54.621607,Power Out,48,Queens,283,Afternoon,Summer,Needs Repair
6588,2025-07-04 12:00:54.621609,Gas Smell,43,Staten Island,57,Evening,Fall,Needs Repair
6589,2024-11-02 12:00:54.621611,No Hot Water,43,Brooklyn,532,Night,Spring,Found Okay
6590,2025-06-11 12:00:54.621614,No Hot Water,67,Bronx,299,Morning,Summer,Found Okay
6591,2024-10-12 12:00:54.621616,No Hot Water,30,Brooklyn,207,Morning,Winter,Found Okay
6592,2024-11-26 12:00:54.621618,No Heat,56,Queens,229,Afternoon,Fall,Found Okay
6593,2024-11-09 12:00:54.621621,Meter Issue,60,Bronx,8,Afternoon,Summer,Found Okay
6594,2025-05-13 12:00:54.621623,Meter Issue,47,Staten Island,151,Morning,Fall,Found Okay
6595,2025-01-22 12:00:54.621626,No Heat,63,Queens,509,Morning,Winter,Needs Repair
6596,2025-06-14 12:00:54.621628,No Heat,52,Brooklyn,7,Night,Spring,Found Okay
6597,2024-08-04 12:00:54.621630,No Heat,68,Manhattan,61,Night,Summer,Found Okay
6598,2024-08-11 12:00:54.621633,Power Out,27,Queens,9,Evening,Summer,Found Okay
6599,2024-08-13 12:00:54.621635,Power Out,44,Queens,151,Night,Summer,Found Okay
6600,2025-01-23 12:00:54.621638,Power Out,48,Brooklyn,22,Night,Spring,Found Okay
6601,2024-11-17 12:00:54.621640,Power Out,9,Staten Island,117,Night,Spring,Found Okay
6602,2024-12-21 12:00:54.621642,No Hot Water,33,Brooklyn,229,Evening,Summer,Found Okay
6603,2024-12-02 12:00:54.621645,Gas Smell,37,Brooklyn,32,Evening,Summer,Needs Repair
6604,2024-11-04 12:00:54.621647,Power Out,64,Staten Island,253,Evening,Summer,Found Okay
6605,2025-07-30 12:00:54.621649,No Hot Water,39,Staten Island,11,Evening,Winter,Found Okay
6606,2025-06-27 12:00:54.621652,No Hot Water,37,Queens,29,Night,Fall,Found Okay
6607,2025-05-13 12:00:54.621654,Gas Smell,62,Manhattan,59,Afternoon,Winter,Needs Repair
6608,2024-12-07 12:00:54.621656,Gas Smell,25,Brooklyn,286,Evening,Winter,Needs Repair
6609,2024-08-31 12:00:54.621659,Gas Smell,18,Manhattan,341,Evening,Spring,Needs Repair
6610,2024-08-16 12:00:54.621661,Gas Smell,44,Staten Island,44,Evening,Summer,Needs Repair
6611,2025-04-24 12:00:54.621664,Power Out,28,Staten Island,18,Night,Winter,Found Okay
6612,2025-05-10 12:00:54.621666,Gas Smell,28,Brooklyn,339,Morning,Summer,Found Okay
6613,2025-01-20 12:00:54.621668,No Hot Water,58,Queens,188,Night,Spring,Found Okay
6614,2024-11-20 12:00:54.621671,Power Out,63,Brooklyn,30,Evening,Winter,Found Okay
6615,2025-06-23 12:00:54.621673,No Hot Water,61,Queens,146,Night,Summer,Found Okay
6616,2025-07-17 12:00:54.621676,No Heat,66,Bronx,370,Afternoon,Spring,Found Okay
6617,2024-08-18 12:00:54.621678,No Heat,68,Queens,12,Night,Spring,Found Okay
6618,2024-09-24 12:00:54.621680,Gas Smell,18,Brooklyn,15,Morning,Winter,Needs Repair
6619,2025-01-03 12:00:54.621683,Gas Smell,56,Brooklyn,57,Morning,Spring,Needs Repair
6620,2024-08-08 12:00:54.621685,Meter Issue,42,Queens,190,Evening,Fall,Needs Repair
6621,2025-05-03 12:00:54.621687,No Hot Water,38,Manhattan,35,Morning,Spring,Found Okay
6622,2025-06-05 12:00:54.621690,No Hot Water,58,Queens,305,Evening,Winter,Found Okay
6623,2025-04-28 12:00:54.621692,No Heat,24,Bronx,249,Night,Summer,Found Okay
6624,2025-04-29 12:00:54.621694,No Heat,23,Bronx,148,Night,Fall,Found Okay
6625,2024-08-25 12:00:54.621697,Power Out,59,Manhattan,22,Evening,Spring,Found Okay
6626,2025-05-07 12:00:54.621699,No Heat,57,Bronx,799,Evening,Summer,Found Okay
6627,2024-11-28 12:00:54.621701,Gas Smell,52,Brooklyn,121,Night,Summer,Needs Repair
6628,2025-07-09 12:00:54.621704,Power Out,36,Manhattan,108,Afternoon,Summer,Found Okay
6629,2024-10-13 12:00:54.621706,No Hot Water,61,Manhattan,975,Morning,Winter,Found Okay
6630,2024-11-01 12:00:54.621708,Meter Issue,60,Manhattan,358,Morning,Spring,Found Okay
6631,2024-09-28 12:00:54.621711,No Hot Water,51,Queens,109,Morning,Fall,Found Okay
6632,2025-03-31 12:00:54.621713,No Heat,32,Queens,97,Morning,Winter,Found Okay
6633,2025-03-25 12:00:54.621716,Meter Issue,43,Manhattan,18,Night,Summer,Found Okay
6634,2025-04-09 12:00:54.621718,Meter Issue,62,Bronx,469,Morning,Spring,Found Okay
6635,2024-10-31 12:00:54.621720,No Heat,69,Brooklyn,334,Night,Summer,Found Okay
6636,2024-08-29 12:00:54.621723,No Heat,45,Brooklyn,66,Evening,Fall,Found Okay
6637,2025-03-23 12:00:54.621725,No Heat,46,Queens,251,Night,Summer,Found Okay
6638,2025-03-21 12:00:54.621728,No Heat,47,Staten Island,258,Evening,Winter,Needs Repair
6639,2025-05-07 12:00:54.621730,Meter Issue,54,Manhattan,46,Evening,Winter,Found Okay
6640,2024-08-15 12:00:54.621732,Gas Smell,41,Staten Island,171,Afternoon,Fall,Needs Repair
6641,2025-05-11 12:00:54.621735,No Hot Water,6,Brooklyn,52,Afternoon,Fall,Found Okay
6642,2024-09-09 12:00:54.621737,Meter Issue,67,Queens,280,Afternoon,Spring,Found Okay
6643,2025-05-23 12:00:54.621740,No Hot Water,76,Queens,30,Afternoon,Spring,Found Okay
6644,2025-03-05 12:00:54.621742,No Hot Water,40,Queens,198,Morning,Summer,Found Okay
6645,2025-07-15 12:00:54.621744,Meter Issue,34,Queens,71,Afternoon,Summer,Found Okay
6646,2024-09-27 12:00:54.621747,Power Out,47,Queens,6,Morning,Fall,Needs Repair
6647,2025-04-17 12:00:54.621749,Power Out,47,Manhattan,23,Morning,Fall,Found Okay
6648,2025-02-16 12:00:54.621751,No Hot Water,64,Staten Island,191,Morning,Fall,Found Okay
6649,2025-01-11 12:00:54.621754,Power Out,50,Brooklyn,49,Evening,Summer,Found Okay
6650,2025-01-15 12:00:54.621756,No Heat,38,Brooklyn,179,Evening,Winter,Found Okay
6651,2025-01-27 12:00:54.621759,Gas Smell,30,Queens,96,Morning,Fall,Needs Repair
6652,2024-09-12 12:00:54.621761,Meter Issue,62,Queens,212,Afternoon,Fall,Found Okay
6653,2024-11-08 12:00:54.621763,No Heat,58,Queens,122,Morning,Spring,Found Okay
6654,2024-08-02 12:00:54.621766,Power Out,65,Bronx,66,Evening,Winter,Found Okay
6655,2025-04-22 12:00:54.621768,No Hot Water,35,Brooklyn,28,Afternoon,Winter,Found Okay
6656,2024-08-23 12:00:54.621771,No Heat,77,Queens,75,Evening,Summer,Found Okay
6657,2024-09-14 12:00:54.621773,Power Out,23,Staten Island,181,Afternoon,Fall,Found Okay
6658,2024-12-29 12:00:54.621775,No Heat,60,Bronx,242,Evening,Summer,Found Okay
6659,2024-10-26 12:00:54.621778,Gas Smell,21,Manhattan,31,Morning,Summer,Found Okay
6660,2025-02-19 12:00:54.621780,No Heat,38,Bronx,196,Night,Winter,Found Okay
6661,2025-02-24 12:00:54.621783,Meter Issue,73,Bronx,35,Night,Summer,Needs Repair
6662,2024-11-22 12:00:54.621785,No Heat,62,Bronx,45,Evening,Fall,Found Okay
6663,2025-04-25 12:00:54.621787,No Heat,41,Staten Island,136,Afternoon,Winter,Needs Repair
6664,2025-07-13 12:00:54.621790,No Heat,42,Brooklyn,61,Evening,Winter,Needs Repair
6665,2024-09-07 12:00:54.621792,Meter Issue,51,Queens,195,Night,Fall,Needs Repair
6666,2025-04-25 12:00:54.621795,Power Out,57,Staten Island,561,Afternoon,Winter,Found Okay
6667,2025-07-30 12:00:54.621797,Power Out,68,Staten Island,29,Evening,Spring,Found Okay
6668,2024-12-27 12:00:54.621799,No Hot Water,43,Queens,152,Night,Fall,Found Okay
6669,2025-03-21 12:00:54.621802,No Hot Water,25,Bronx,462,Evening,Winter,Needs Repair
6670,2024-11-13 12:00:54.621804,No Heat,52,Manhattan,34,Morning,Summer,Needs Repair
6671,2025-03-28 12:00:54.621806,Gas Smell,43,Bronx,82,Afternoon,Summer,Needs Repair
6672,2025-05-10 12:00:54.621809,No Heat,30,Bronx,23,Afternoon,Fall,Needs Repair
6673,2024-10-21 12:00:54.621811,Meter Issue,54,Brooklyn,184,Morning,Fall,Needs Repair
6674,2025-02-10 12:00:54.621813,Power Out,46,Bronx,199,Night,Fall,Found Okay
6675,2025-06-02 12:00:54.621816,No Hot Water,54,Manhattan,196,Evening,Spring,Found Okay
6676,2025-06-29 12:00:54.621818,No Heat,36,Staten Island,140,Night,Summer,Found Okay
6677,2025-02-20 12:00:54.621820,Power Out,57,Bronx,246,Afternoon,Summer,Found Okay
6678,2024-10-20 12:00:54.621823,No Heat,30,Staten Island,6,Night,Fall,Found Okay
6679,2025-04-16 12:00:54.621825,No Heat,37,Brooklyn,568,Afternoon,Summer,Found Okay
6680,2025-04-17 12:00:54.621828,No Heat,46,Manhattan,45,Afternoon,Spring,Found Okay
6681,2024-12-15 12:00:54.621830,Gas Smell,76,Queens,23,Morning,Winter,Needs Repair
6682,2025-01-24 12:00:54.621832,Power Out,61,Queens,509,Morning,Spring,Needs Repair
6683,2025-05-22 12:00:54.621835,No Hot Water,66,Brooklyn,319,Afternoon,Fall,Found Okay
6684,2024-09-16 12:00:54.621837,No Heat,71,Manhattan,260,Evening,Spring,Found Okay
6685,2024-10-14 12:00:54.621839,No Hot Water,104,Staten Island,19,Evening,Summer,Found Okay
6686,2025-05-05 12:00:54.621842,Power Out,50,Brooklyn,296,Morning,Summer,Found Okay
6687,2024-08-03 12:00:54.621844,No Heat,71,Bronx,169,Evening,Spring,Found Okay
6688,2025-06-05 12:00:54.621847,No Heat,65,Staten Island,236,Morning,Fall,Found Okay
6689,2025-04-09 12:00:54.621849,Meter Issue,64,Bronx,687,Afternoon,Fall,Found Okay
6690,2025-07-18 12:00:54.621851,Meter Issue,76,Bronx,38,Afternoon,Winter,Needs Repair
6691,2025-07-13 12:00:54.621854,Meter Issue,43,Staten Island,126,Afternoon,Spring,Found Okay
6692,2025-01-30 12:00:54.621856,Power Out,42,Bronx,251,Morning,Winter,Needs Repair
6693,2025-04-09 12:00:54.621858,No Heat,54,Queens,102,Evening,Summer,Found Okay
6694,2024-12-14 12:00:54.621861,No Heat,47,Staten Island,10,Afternoon,Spring,Found Okay
6695,2025-02-10 12:00:54.621863,No Hot Water,54,Brooklyn,21,Night,Winter,Found Okay
6696,2024-10-09 12:00:54.621865,No Hot Water,73,Queens,165,Evening,Spring,Found Okay
6697,2025-01-23 12:00:54.621868,Meter Issue,42,Brooklyn,60,Evening,Spring,Found Okay
6698,2025-05-13 12:00:54.621870,Power Out,45,Manhattan,26,Morning,Summer,Needs Repair
6699,2025-03-07 12:00:54.621873,Power Out,52,Brooklyn,74,Morning,Winter,Found Okay
6700,2025-01-30 12:00:54.621875,No Heat,46,Staten Island,40,Evening,Winter,Needs Repair
6701,2024-10-18 12:00:54.621877,Meter Issue,21,Brooklyn,4,Evening,Winter,Found Okay
6702,2024-11-23 12:00:54.621880,Power Out,41,Manhattan,29,Afternoon,Winter,Found Okay
6703,2024-08-11 12:00:54.621882,No Heat,60,Bronx,386,Afternoon,Winter,Needs Repair
6704,2024-09-20 12:00:54.621884,Meter Issue,71,Staten Island,2,Night,Summer,Found Okay
6705,2025-01-16 12:00:54.621887,No Heat,32,Queens,267,Afternoon,Spring,Found Okay
6706,2024-09-11 12:00:54.621889,No Heat,32,Queens,252,Evening,Summer,Found Okay
6707,2025-05-21 12:00:54.621891,Power Out,50,Brooklyn,149,Morning,Spring,Found Okay
6708,2024-11-25 12:00:54.621894,Power Out,18,Queens,42,Night,Winter,Found Okay
6709,2025-03-07 12:00:54.621896,No Heat,43,Manhattan,378,Evening,Summer,Found Okay
6710,2025-04-16 12:00:54.621898,No Hot Water,23,Queens,116,Night,Fall,Needs Repair
6711,2024-11-10 12:00:54.621901,Meter Issue,70,Brooklyn,34,Night,Spring,Found Okay
6712,2024-10-08 12:00:54.621903,Power Out,38,Queens,100,Night,Spring,Found Okay
6713,2025-05-22 12:00:54.621906,Power Out,74,Bronx,39,Afternoon,Spring,Found Okay
6714,2025-01-19 12:00:54.621908,No Heat,66,Bronx,84,Afternoon,Winter,Needs Repair
6715,2025-05-24 12:00:54.621910,No Heat,40,Queens,123,Morning,Summer,Found Okay
6716,2024-09-29 12:00:54.621913,No Heat,33,Staten Island,80,Evening,Spring,Found Okay
6717,2025-06-09 12:00:54.621915,No Heat,47,Queens,192,Night,Winter,Needs Repair
6718,2024-08-02 12:00:54.621917,No Heat,48,Bronx,494,Afternoon,Summer,Found Okay
6719,2024-10-19 12:00:54.621920,No Heat,55,Bronx,77,Morning,Fall,Found Okay
6720,2024-08-31 12:00:54.621922,Gas Smell,38,Manhattan,79,Afternoon,Spring,Needs Repair
6721,2025-07-22 12:00:54.621925,No Hot Water,61,Brooklyn,241,Morning,Winter,Found Okay
6722,2024-11-22 12:00:54.621927,Power Out,53,Manhattan,136,Evening,Spring,Found Okay
6723,2024-09-02 12:00:54.621929,No Heat,44,Staten Island,100,Night,Winter,Needs Repair
6724,2024-10-06 12:00:54.621932,No Hot Water,39,Brooklyn,302,Morning,Fall,Found Okay
6725,2025-01-28 12:00:54.621934,No Heat,47,Queens,399,Night,Summer,Needs Repair
6726,2025-02-02 12:00:54.621936,No Hot Water,37,Queens,160,Evening,Spring,Found Okay
6727,2025-01-14 12:00:54.621939,No Heat,50,Staten Island,36,Evening,Fall,Found Okay
6728,2025-03-25 12:00:54.621941,Meter Issue,51,Bronx,113,Afternoon,Fall,Found Okay
6729,2025-07-11 12:00:54.621943,Power Out,53,Queens,126,Evening,Fall,Found Okay
6730,2024-09-06 12:00:54.621947,No Hot Water,76,Manhattan,101,Night,Winter,Found Okay
6731,2025-05-27 12:00:54.621950,No Heat,48,Bronx,54,Afternoon,Winter,Found Okay
6732,2025-01-30 12:00:54.621952,Gas Smell,65,Queens,115,Night,Winter,Needs Repair
6733,2024-12-02 12:00:54.621955,Power Out,53,Bronx,106,Afternoon,Summer,Needs Repair
6734,2025-07-07 12:00:54.621957,No Heat,46,Brooklyn,42,Night,Fall,Found Okay
6735,2025-05-09 12:00:54.621959,Gas Smell,48,Queens,420,Evening,Winter,Needs Repair
6736,2024-09-15 12:00:54.621962,Power Out,49,Queens,389,Morning,Spring,Found Okay
6737,2025-01-27 12:00:54.621964,Power Out,54,Bronx,256,Evening,Summer,Found Okay
6738,2024-09-18 12:00:54.621967,Power Out,35,Brooklyn,92,Night,Spring,Found Okay
6739,2025-04-23 12:00:54.621969,Meter Issue,28,Manhattan,83,Evening,Winter,Found Okay
6740,2025-05-30 12:00:54.621971,Meter Issue,59,Brooklyn,226,Morning,Fall,Found Okay
6741,2024-10-18 12:00:54.621974,No Hot Water,63,Manhattan,168,Night,Winter,Found Okay
6742,2025-07-09 12:00:54.621976,Gas Smell,61,Staten Island,165,Night,Spring,Needs Repair
6743,2024-12-31 12:00:54.621979,Power Out,52,Brooklyn,23,Afternoon,Spring,Found Okay
6744,2025-03-27 12:00:54.621981,Power Out,61,Manhattan,173,Afternoon,Summer,Found Okay
6745,2025-06-19 12:00:54.621983,Meter Issue,60,Bronx,417,Evening,Winter,Found Okay
6746,2025-04-24 12:00:54.621986,No Heat,61,Manhattan,16,Morning,Fall,Found Okay
6747,2025-06-30 12:00:54.621988,No Hot Water,37,Staten Island,74,Morning,Summer,Found Okay
6748,2025-02-23 12:00:54.621990,No Heat,33,Manhattan,128,Morning,Winter,Found Okay
6749,2025-04-10 12:00:54.621993,No Heat,44,Brooklyn,208,Morning,Fall,Found Okay
6750,2024-11-26 12:00:54.621995,No Heat,49,Manhattan,16,Night,Spring,Found Okay
6751,2025-03-31 12:00:54.621997,Power Out,46,Brooklyn,371,Evening,Fall,Found Okay
6752,2024-10-31 12:00:54.622000,No Heat,21,Staten Island,7,Night,Summer,Found Okay
6753,2024-10-10 12:00:54.622002,Power Out,75,Manhattan,350,Evening,Winter,Found Okay
6754,2025-01-05 12:00:54.622005,Power Out,45,Manhattan,5,Afternoon,Spring,Found Okay
6755,2025-04-12 12:00:54.622007,No Heat,52,Staten Island,30,Morning,Summer,Found Okay
6756,2024-10-26 12:00:54.622009,No Heat,68,Manhattan,289,Evening,Summer,Found Okay
6757,2025-06-05 12:00:54.622012,Gas Smell,14,Brooklyn,354,Night,Summer,Needs Repair
6758,2025-06-04 12:00:54.622014,Power Out,42,Queens,725,Night,Spring,Found Okay
6759,2024-10-13 12:00:54.622016,Meter Issue,44,Queens,22,Night,Summer,Found Okay
6760,2025-04-08 12:00:54.622019,Meter Issue,44,Brooklyn,134,Night,Winter,Found Okay
6761,2024-09-26 12:00:54.622021,Meter Issue,47,Manhattan,14,Evening,Spring,Found Okay
6762,2024-08-24 12:00:54.622024,Gas Smell,71,Brooklyn,30,Morning,Summer,Needs Repair
6763,2025-01-14 12:00:54.622026,Meter Issue,60,Staten Island,34,Night,Spring,Found Okay
6764,2024-09-13 12:00:54.622028,Power Out,64,Brooklyn,11,Morning,Winter,Found Okay
6765,2025-02-02 12:00:54.622031,Meter Issue,50,Queens,402,Afternoon,Summer,Needs Repair
6766,2024-12-24 12:00:54.622033,No Heat,29,Bronx,24,Morning,Spring,Found Okay
6767,2024-10-27 12:00:54.622035,Meter Issue,18,Staten Island,178,Afternoon,Spring,Found Okay
6768,2025-07-15 12:00:54.622038,No Hot Water,27,Manhattan,176,Afternoon,Fall,Found Okay
6769,2025-05-31 12:00:54.622040,Power Out,55,Brooklyn,39,Morning,Winter,Found Okay
6770,2025-06-07 12:00:54.622043,No Heat,50,Staten Island,1160,Morning,Winter,Needs Repair
6771,2025-02-13 12:00:54.622045,No Hot Water,46,Queens,76,Evening,Fall,Found Okay
6772,2025-07-05 12:00:54.622048,No Heat,44,Manhattan,423,Night,Spring,Found Okay
6773,2024-08-29 12:00:54.622050,No Heat,80,Brooklyn,533,Morning,Summer,Found Okay
6774,2025-05-27 12:00:54.622052,No Heat,37,Brooklyn,535,Morning,Summer,Found Okay
6775,2025-04-22 12:00:54.622055,Power Out,63,Manhattan,251,Afternoon,Spring,Found Okay
6776,2025-05-18 12:00:54.622057,No Heat,50,Bronx,52,Morning,Winter,Needs Repair
6777,2025-01-20 12:00:54.622059,No Hot Water,49,Bronx,23,Night,Fall,Found Okay
6778,2025-02-10 12:00:54.622062,No Heat,67,Staten Island,151,Evening,Summer,Found Okay
6779,2024-10-31 12:00:54.622064,Gas Smell,71,Brooklyn,80,Night,Summer,Needs Repair
6780,2025-01-25 12:00:54.622067,No Heat,46,Staten Island,320,Night,Winter,Needs Repair
6781,2025-07-08 12:00:54.622069,No Heat,61,Manhattan,245,Evening,Winter,Needs Repair
6782,2025-01-31 12:00:54.622071,No Hot Water,55,Staten Island,58,Morning,Winter,Found Okay
6783,2024-09-07 12:00:54.622074,Power Out,50,Brooklyn,3,Morning,Fall,Found Okay
6784,2025-04-14 12:00:54.622076,No Heat,53,Bronx,48,Afternoon,Spring,Needs Repair
6785,2024-08-30 12:00:54.622079,No Heat,39,Bronx,150,Morning,Fall,Found Okay
